IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.217.49.188","*.tools.interprefy.com","","","","","*.tools.interprefy.com|tools.interprefy.com","","false"
"54.217.49.191","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.217.49.201","*.dv-content.io","","","","","*.dv-content.io","","false"
"54.217.49.210","*.eu-west-1.cloudsearch.amazonaws.com","","","","","*.eu-west-1.cloudsearch.amazonaws.com","","false"
"54.217.49.209","*.podgroup.com","","","","","*.podgroup.com|podgroup.com","","false"
"54.217.49.216","*.vendu.no","","","","","*.vendu.no","","false"
"54.217.49.217","canary.tools","","","","","*.canary.tools|canary.tools","","false"
"54.217.49.231","erm.pscadmin.com","","","","","erm.pscadmin.com","","false"
"54.217.49.243","*.bmat.com","","","","","*.bmat.com|bmat.com","","false"
"54.217.49.250","thetalentmanager.com","","","","","thetalentmanager.com|thetalentmanager.co.uk|*.thetalentmanager.co.uk|*.thetalentmanager.com","","false"
"54.217.49.254","prd.vdc1.plus.nl","","","","","prd.vdc1.plus.nl|web.censhare.prd.vdc1.plus.nl","","false"
"54.217.49.235","kube-apiserver","","","","","205439c387b1ae8424340b1b7045b2d0.gr7.eu-west-1.eks.amazonaws.com|ip-172-16-113-216.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.14.218|172.16.113.216","false"
"54.217.50.19","*.veripos.com","Veripos Limited","GB","Aberdeen","","*.veripos.com|veripos.com","","false"
"54.217.50.32","stemea01.staging.truphone.com","Truphone Limited","GB","","London, City of","stemea01.staging.truphone.com","","false"
"54.217.50.46","*.outsystemsenterprise.com","Outsystems - Software Em Rede S.A.","PT","Linda-A-Velha","","*.outsystemsenterprise.com|outsystemsenterprise.com","","false"
"54.217.50.52","*.susf2dcc.easn.morningstar.com","","","","","*.susf2dcc.easn.morningstar.com","","false"
"54.217.50.48","*.moovitapp.com","","","","","*.moovitapp.com","","false"
"54.217.50.44","vse-vendor-prod.dub.amazon.com","Amazon.com Inc.","US","Seattle","Washington","vse-vendor-prod.dub.amazon.com|vendo-servi-1oogcxi9m5toe-accb201d4c9be8dd.elb.eu-west-1.amazonaws.com|vpce-0e33dfa04a1cc6cdb-cnjl7jzg.vpce-svc-0e5713e83c796f6dd.eu-west-1.vpce.amazonaws.com|vpce-0e33dfa04a1cc6cdb-cnjl7jzg-eu-west-1c.vpce-svc-0e5713e83c796f6dd.eu-west-1.vpce.amazonaws.com|vpce-0e33dfa04a1cc6cdb-cnjl7jzg-eu-west-1a.vpce-svc-0e5713e83c796f6dd.eu-west-1.vpce.amazonaws.com|vpce-0e33dfa04a1cc6cdb-cnjl7jzg-eu-west-1b.vpce-svc-0e5713e83c796f6dd.eu-west-1.vpce.amazonaws.com","","false"
"54.217.50.82","test.gillie.io","","","","","test.gillie.io","","false"
"54.217.50.85","*.supabase.co","","","","","*.supabase.co|*.supabase.in","","false"
"54.217.50.91","*.develop-goreport.services","","","","","*.develop-goreport.services","","false"
"54.217.50.107","redash.shiplus.co.il","","","","","redash.shiplus.co.il","","false"
"54.217.50.110","*.campaign.adobe.com","Adobe Inc.","US","San Jose","California","*.campaign.adobe.com","","false"
"54.217.50.102","ce.audidatservices.com","","","","","ce.audidatservices.com","","false"
"54.217.50.128","fleet.live.sumup.net","","","","","fleet.live.sumup.net|*.fleet.live.sumup.net","","false"
"54.217.50.131","QNAP NAS","QNAP Systems, Inc.","TW","Taipei","Taipei","","","true"
"54.217.50.135","*.globalaccelerex.co.ke","","","","","*.globalaccelerex.co.ke","","false"
"54.217.50.143","*.gl74s1n0cpth6.eu-west-1.cs.amazonlightsail.com","","","","","*.gl74s1n0cpth6.eu-west-1.cs.amazonlightsail.com","","false"
"54.217.50.163","*.arisglobal.com","","","","","*.arisglobal.com","","false"
"54.217.50.140","*.cubemanager.fi","","","","","*.cubemanager.fi","","false"
"54.217.50.179","ledgability.co.uk","","","","","ledgability.co.uk|www.ledgability.co.uk","","false"
"54.217.50.158","*.beweegbuddy.be","","","","","*.beweegbuddy.be|beweegbuddy.be","","false"
"54.217.50.159","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.217.50.155","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com","","false"
"54.217.50.184","*.mapbox.com","","","","","*.mapbox.com|mapbox.com","","false"
"54.217.50.165","*.cambridge.org","Cambridge University Press","GB","CAMBRIDGE","","*.cambridge.org|cambridge.org","","false"
"54.217.50.200","eu-west-1.poc.aero.frontier.a2z.com","","","","","eu-west-1.poc.aero.frontier.a2z.com|aga.poc.aero.frontier.a2z.com|latency.origin.poc.aero.frontier.a2z.com","","false"
"54.217.50.220","bdtta.org","","","","","bdtta.org|*.bdtta.org","","false"
"54.217.50.213","admin.olebet.ua","","","","","admin.olebet.ua","","false"
"54.217.50.205","*.browserstack.com","","","","","*.browserstack.com|browserstack.com","","false"
"54.217.50.250","www.consultalex.gov.pt","Centro de Gestão da Rede Informática do Governo","PT","Lisboa","","www.consultalex.gov.pt|app.ceger.gov.pt|consultalex.gov.pt|prd-os.ceger.gov.pt|si.ceger.gov.pt|formularios.portugal.gov.pt","","false"
"54.217.51.5","*.qa.ring.com","Ring LLC","US","Hawthorne","California","*.qa.ring.com|qa.ring.com","","false"
"54.217.50.255","capturator.com","","","","","capturator.com|*.sillabi.com|*.capturator.com|sillabi.com","","false"
"54.217.51.37","*.challenger.developer.mediashuttle.com","","","","","*.challenger.developer.mediashuttle.com|challenger.developer.mediashuttle.com","","false"
"54.217.51.32","blob.data.api.platform.here.com","HERE Global BV","NL","Eindhoven","Noord-Brabant","blob.data.api.platform.here.com|*.blob.data.api.platform.here.com|*.data.api.platform.here.com|*.volatile-blob.data.api.platform.here.com","","false"
"54.217.51.54","activity.stage.api.bbc.co.uk","BRITISH BROADCASTING CORPORATION","GB","London","London","activity.stage.api.bbc.co.uk|activity.stage.api.bbc.com|activity.test.api.bbc.com|activity.int.api.bbc.com|activity.test.api.bbc.co.uk|activity.int.api.bbc.co.uk","","false"
"54.217.51.42","*.conductor.cimpress.io","","","","","*.conductor.cimpress.io","","false"
"54.217.51.68","sestranowapp.com","","","","","sestranowapp.com|www.sestranowapp.com","","false"
"54.217.51.71","rposcloud.com","","","","","*.rposcloud.com|rposcloud.com","","false"
"54.217.51.92","*.creditreportsmatter.co.uk","","","","","*.creditreportsmatter.co.uk|www.creditreportsmatter.co.uk","","false"
"54.217.51.98","adserve.systems","","","","","adserve.systems|*.adserve.systems","","false"
"54.217.51.118","*.steptelecoms.ie","","","","","*.steptelecoms.ie","","false"
"54.217.51.136","localhost","Kong","US","San Francisco","California","","","true"
"54.217.51.134","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com","","false"
"54.217.51.122","tytod.com","","","","","tytod.com|*.tytod.com","","false"
"54.217.51.139","*.ws.sonos.com","Sonos, Inc.","US","Santa Barbara","California","*.ws.sonos.com|ws.sonos.com","","false"
"54.217.51.150","pbx.wildix.com","WILDIX SRL","IT","","","","","true"
"54.217.51.131","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.217.51.155","zooka.fr","","","","","analytics.zooka.fr|www.zooka.fr|zooka.fr","","false"
"54.217.51.187","*.silverstoneauctions.com","","","","","*.silverstoneauctions.com|*.silverstoneauctions.co.uk","","false"
"54.217.51.183","fls-eu.amazon.com","","","","","fls-eu.amazon.com|fls-eu.amazon.eg|fls-eu.amazon.de|fls-eu.amazon.co.uk|fls-eu.amazon.nl|fls-eu.amazon.pl|fls-eu.amazon.se|fls-eu.amazon.co.za|fls-eu.amazon.es|fls-eu.amazon.sa|fls-eu.amazon.com.be|fls-eu.amazon.fr|fls-eu.amazon.it|fls-eu.amazon.com.ng|fls-eu.amazon.com.tr|fls-eu.amazon.in|fls-eu.amazon.ae","","false"
"54.217.51.184","*.iag.eu-west-1.openloyalty-stage.io","","","","","*.iag.eu-west-1.openloyalty-stage.io","","false"
"54.217.51.185","*.mywebroster.com","","","","","*.mywebroster.com|mywebroster.com","","false"
"54.217.51.205","media-services-restricted-stag.vrt.be","","","","","media-services-restricted-stag.vrt.be|services-proxy-stag-restricted-eu-west-1.stag.a51.be","","false"
"54.217.51.217","planograma.com","","","","","planograma.com","","false"
"54.217.51.227","connectingtravel.com","","","","","connectingtravel.com|cms.connectingtravel.com|api.connectingtravel.com|www.connectingtravel.com","","false"
"54.217.51.247","*.ingenta.com","ingenta.com","GB","","Oxfordshire","","","false"
"54.217.51.246","*.stg-aibixby.com","Samsung Electronics Co., Ltd.","KR","","Gyeonggi-do","*.stg-aibixby.com|stg-aibixby.com","","false"
"54.217.51.239","cms.onboardingitaly.be","","","","","cms.onboardingitaly.be","","false"
"54.217.52.24","*.tools.news","","","","","*.tools.news|*.prod.tools.news|*.stage.tools.news","","false"
"54.217.52.5","*.pageuppeople.com","","","","","*.pageuppeople.com|*.dc7.pageuppeople.com|*.loginuat.dc7.pageuppeople.com|login.dc7.pageuppeople.com|*.login.dc7.pageuppeople.com|*.services.dc7.pageuppeople.com|loginuat.dc7.pageuppeople.com|services.dc7.pageuppeople.com|apiuat.dc7.pageuppeople.com|api.dc7.pageuppeople.com","","false"
"54.217.52.26","*.campaign.adobe.com","Adobe Inc.","US","San Jose","California","*.campaign.adobe.com","","false"
"54.217.51.240","*.panda.org","","","","","*.panda.org","","false"
"54.217.52.42","canary.tools","","","","","*.canary.tools|canary.tools","","false"
"54.217.52.55","*.odalys.travel","ODALYS RESIDENCES","FR","","Bouches-du-Rhône","*.odalys.travel|odalys.travel","","false"
"54.217.52.71","regina.youappi.com","","","","","regina.youappi.com","","false"
"54.217.52.82","*.5njtqn9n1oafo.eu-west-1.cs.amazonlightsail.com","","","","","*.5njtqn9n1oafo.eu-west-1.cs.amazonlightsail.com","","false"
"54.217.52.100","*.public.gamma.eu-west-1.bullet.aws.dev","","","","","*.public.gamma.eu-west-1.bullet.aws.dev","","false"
"54.217.52.104","prd.tools.celfocus.com","","","","","prd.tools.celfocus.com|*.tools.celfocus.com","","false"
"54.217.52.96","irofit.com","","","","","irofit.com|*.irofit.com","","false"
"54.217.52.111","mervillehouse.3cx.ie","","","","","mervillehouse.3cx.ie","","false"
"54.217.52.102","photos.photobox.com","","","","","photos.photobox.com|*.photos.photobox.com","","false"
"54.217.52.115","yeb-cenir.icm-institute.org","","","","","yeb-cenir.icm-institute.org","","false"
"54.217.52.135","bluering.traceoriginal.com","","","","","bluering.traceoriginal.com","","false"
"54.217.52.134","vantage-stg.pwc.com","PwC","US","Tampa","Florida","vantage-stg.pwc.com","","false"
"54.217.52.141","kube-apiserver","","","","","1ef53814705c5cd8c296e81583f90e09.yl4.eu-west-1.eks.amazonaws.com|ip-10-0-96-110.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|100.66.116.75|10.0.96.110","false"
"54.217.52.158","*.phone91.com","","","","","*.phone91.com|phone91.com","","false"
"54.217.52.143","*.careem.com","","","","","*.careem.com|*.sa.careem.com|*.first.careem.com|*.eg.careem.com|*.captain.careem.com|*.transactional.careem.com|*.ae.careem.com|*.me.careem.com|*.pk.careem.com","","false"
"54.217.52.147","classified.madai.com","","","","","classified.madai.com","","false"
"54.217.52.152","kube-apiserver","","","","","bf1a1ac43657330f3754154d6c59a69e.yl4.eu-west-1.eks.amazonaws.com|ip-10-0-41-148.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.30.144|10.0.41.148","false"
"54.217.52.155","data.meethue.com","Signify Netherlands B.V.","NL","Eindhoven","Noord-Brabant","data.meethue.com","","false"
"54.217.52.167","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com|*.cell-01.eu-west-1.es.amazonaws.com","","false"
"54.217.52.180","webrtc.microaws.com","JSC CB Privatbank","UA","","UA","","","false"
"54.217.52.177","*.2pltm944qig84.eu-west-1.cs.amazonlightsail.com","","","","","*.2pltm944qig84.eu-west-1.cs.amazonlightsail.com","","false"
"54.217.52.196","api.freight.unbooking.org","","","","","api.freight.unbooking.org","","false"
"54.217.52.221","example.com","","","","","","","true"
"54.217.52.234","ie.code42.com","","","","","ie.code42.com|*.ie.code42.com","","false"
"54.217.52.242","my.courtiers.co.uk","","","","","my.courtiers.co.uk","","false"
"54.217.52.246","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"54.217.53.0","backoffice.immoweb.be","","","","","backoffice.immoweb.be","","false"
"54.217.53.22","*.swivelcloud.com","","","","","*.swivelcloud.com|swivelcloud.com","","false"
"54.217.53.38","fintravo.nl","","","","","fintravo.nl|www.fintravo.nl","","false"
"54.217.53.43","*.eu-west-1.es-staging.amazonaws.com","","","","","*.eu-west-1.es-staging.amazonaws.com","","false"
"54.217.53.54","boost.ai","boost.ai","NO","Forus","ROGALAND","","","true"
"54.217.53.58","*.cloud.seachange.com","","","","","*.cloud.seachange.com","","false"
"54.217.53.71","*.pck7cr1ufd2g2.eu-west-1.cs.amazonlightsail.com","","","","","*.pck7cr1ufd2g2.eu-west-1.cs.amazonlightsail.com","","false"
"54.217.53.73","adaguc-server-knmi-geoservices.pub.knmi.cloud","","","","","adaguc-server-knmi-geoservices.pub.knmi.cloud","","false"
"54.217.53.69","*.peak.ai","","","","","*.peak.ai|peak.ai","","false"
"54.217.53.81","acc.homologatievoertuigen.vlaanderen.be","","","","","acc.homologatievoertuigen.vlaanderen.be|acc.homologatievoertuigen-digdocs.vlaanderen.be","","false"
"54.217.53.87","*.supabase.co","","","","","*.supabase.co|*.supabase.in","","false"
"54.217.53.89","nft.abayanft.com","","","","","abayanft.oaro.net|admin.blog.nodalblock.com|bag.nodalblock.com|dashboard.nodalblock.com|drinksify.oaro.net|faqs.entradas.rfef.es|neocover.nodalpic.com|nft.abayanft.com|nft.capitalika.com|nodalblock.com|nodalblock.es|nodalblock.eu|nodalblock.net|nodalblock.org|nodalpic.oaro.net|pre.nodalpic.oaro.net|pre.scagle.com|pro.labitconf.oaro.net|public.nodalblock.com|rpc.scan.nodalblock.com|scagle.com|test.scagle.com|ticketing.congresodbt.com|tyc.entradas.rfef.es|video.entradas.rfef.es|www.nodalblock.com|www.nodalblock.es|www.nodalblock.eu|www.nodalblock.net|www.nodalblock.org","","false"
"54.217.53.105","*.temenos.com","Temenos Headquarters SA","CH","Genève","Genève","*.temenos.com|temenos.com","","false"
"54.217.53.122","*.frieslandcampina.com","FrieslandCampina Nederland B.V.","NL","","Utrecht","*.frieslandcampina.com|frieslandcampina.com","","false"
"54.217.53.140","*.suresmile.com","","","","","*.suresmile.com|suresmile.com","","false"
"54.217.53.141","account-api.kqa11.clicktherapeuticsdev.com","","","","","account-api.kqa11.clicktherapeuticsdev.com","","false"
"54.217.53.153","adp.ethics.wfp.org","","","","","adp.ethics.wfp.org","","false"
"54.217.53.158","spamtitan.aislingtechnology.com","","","","","spamtitan.aislingtechnology.com","","false"
"54.217.53.178","*.syntaxfs.com","","","","","*.syntaxfs.com|syntaxfs.com","","false"
"54.217.53.188","*.qoyod.world","","","","","*.qoyod.world","","false"
"54.217.53.202","*.evrotrust.com","","","","","*.evrotrust.com|evrotrust.com","","false"
"54.217.53.207","*.wgterra.net","","","","","*.wgterra.net","","false"
"54.217.53.77","ipscloud.worldpay.com","WorldPay (UK) Ltd","GB","London","","ipscloud.worldpay.com|dvc.api.total.worldpay.com|pf.api.total.worldpay.com|pp.api.total.worldpay.com|vipa-devices.worldpay.com","","false"
"54.217.53.230","*.sec.vcas.vmxsecurity.net","","","","","*.sec.vcas.vmxsecurity.net","","false"
"54.217.53.250","*.sdk.af-sdk.io","","","","","*.sdk.af-sdk.io|*.af-sdk.net|*.sdk.appsflyer.com|*.appsflyer.com|*.sdk.appsflyer-cn.com|*.appsflyersdk.com|*.sdk.af-sdk.net|*.sdk.appsflyersdk.com|*.appsflyer-cn.com|*.af-sdk.io","","false"
"54.217.54.0","k2workspace.com","","","","","k2workspace.com|*.k2workspace.com","","false"
"54.217.54.37","*.pelicanpayments.eu","ACE SOFTWARE SOLUTIONS LTD","GB","London","","*.pelicanpayments.eu|pelicanpayments.eu","","false"
"54.217.54.47","integrations-aws.zegocover.com","","","","","integrations-aws.zegocover.com|*.integrations-aws.zegocover.com","","false"
"54.217.54.43","kube-apiserver","","","","","2e3aaa496310ad8eac6d752e11b09a06.yl4.eu-west-1.eks.amazonaws.com|ip-10-0-117-224.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.19.99.87|10.0.117.224","false"
"54.217.54.91","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.217.54.84","kube-apiserver","","","","","66c53048ee642773847fe57083e7cf76.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-32-141.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.18.2.221|10.0.32.141","false"
"54.217.54.121","*.qao9n1oqls418.eu-west-1.cs.amazonlightsail.com","","","","","*.qao9n1oqls418.eu-west-1.cs.amazonlightsail.com","","false"
"54.217.54.102","upgrade.altosoftware.co.uk","","","","","upgrade.altosoftware.co.uk|*.upgrade.altosoftware.co.uk","","false"
"54.217.54.134","online.seterra.com","","","","","online.seterra.com","","false"
"54.217.54.158","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.cobratechnology.uk|cobratechnology.uk","","false"
"54.217.54.149","*.mdr-now.com","","","","","*.mdr-now.com","","false"
"54.217.54.168","","Wearisma Ltd","GB","London","Some-State","","","false"
"54.217.54.174","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"54.217.54.191","lendingsystem-support","SomeOrganization","--","SomeCity","SomeState","","","true"
"54.217.54.188","api.advancing.es","","","","","api.advancing.es","","false"
"54.217.54.187","*.sgaas.net","","","","","*.sgaas.net|sgaas.net","","false"
"54.217.54.211","isdin.com","ISDIN","ES","Barcelona","Barcelona","","","true"
"54.217.54.213","feadship.stmp.nl","","","","","feadship.stmp.nl|werkenbij.feadship.stmp.nl","","false"
"54.217.54.216","binance.org","","","","","binance.org|*.binance.org","","false"
"54.217.54.208","heetch.net","","","","","heetch.net|*.heetch.net|*.staging.heetch.net","","false"
"54.217.54.222","ip-172-31-44-109.eu-west-1.compute.internal","Unspecified","US","","","ip-172-31-44-109.eu-west-1.compute.internal","","false"
"54.217.54.237","rote.gg","","","","","rote.gg","","false"
"54.217.54.236","joc.ie","","","","","joc.ie|www.joc.ie","","false"
"54.217.54.251","*.newsadoo.com","","","","","*.newsadoo.com|*.newsadoo.at","","false"
"54.217.55.17","*.app.quark.com","","","","","*.app.quark.com|app.quark.com","","false"
"54.217.55.35","*.protel.net","","","","","*.protel.net","","false"
"54.217.55.7","*.pc-secondary-prd-euwest2.products.cimpress.io","","","","","*.pc-secondary-prd-euwest2.products.cimpress.io","","false"
"54.217.55.12","*.tailte.ie","PARALLEL INTERNET LIMITED","IE","Dublin","","*.tailte.ie|www.tailte.ie|tailte.ie","","false"
"54.217.55.43","aposnf-operational-prelive.vwapps.run","","","","","aposnf-operational-prelive.vwapps.run","","false"
"54.217.55.62","albsnowflakeapi.uk.prod.aws.scania.com","","","","","albsnowflakeapi.uk.prod.aws.scania.com","","false"
"54.217.55.73","*.stage.lithium.com","","","","","*.stage.lithium.com|stage.lithium.com","","false"
"54.217.55.74","ragabh.com","","","","","ragabh.com|*.ragabh.com","","false"
"54.217.55.83","4tc.3cx.uk","","","","","4tc.3cx.uk","","false"
"54.217.55.92","vpn.fwd.com","Valdimir Pte Ltd","SG","Singapore","","vpn.fwd.com","","false"
"54.217.55.102","*.flosolutions.co.uk","","","","","*.flosolutions.co.uk","","false"
"54.217.55.115","geocoder.hub-box.com","","","","","geocoder.hub-box.com|sandbox.geocoder.hub-box.com|development.geocoder.hub-box.com|production.geocoder.hub-box.com","","false"
"54.217.55.181","PP-2311131811YB.portal.ptc.io","PTC","US","Boston","MA","","","true"
"54.217.55.176","*.rbnbv.com","","","","","*.rbnbv.com","","false"
"54.217.55.173","cirdancapital.com","","","","","cirdancapital.com|www.cirdancapital.com","","false"
"54.217.55.190","ext.fislite.si.siemens.cloud","","","","","ext.fislite.si.siemens.cloud","","false"
"54.217.55.194","admin-api-alfa3.dpd-stage.qestapp.net","","","","","admin-api-alfa3.dpd-stage.qestapp.net","","false"
"54.217.55.228","croommedical-api.mavarick.ai","","","","","croommedical-api.mavarick.ai","","false"
"54.217.55.225","*.tools.3stripes.net","adidas AG","DE","Herzogenaurach","Bayern","*.tools.3stripes.net|tools.3stripes.net","","false"
"54.217.55.242","*.logic.eu1.dome9.com","","","","","*.logic.eu1.dome9.com|*.logic.eu1.cgn.portal.checkpoint.com","","false"
"54.217.55.247","*.qa-solaris-1.vizcloud.net","","","","","*.qa-solaris-1.vizcloud.net","","false"
"54.217.55.246","rposcloud.com","","","","","*.rposcloud.com|rposcloud.com","","false"
"54.217.56.8","*.boxtop.photobox.com","","","","","*.boxtop.photobox.com","","false"
"54.217.56.63","api.dev.learncove.io","","","","","api.dev.learncove.io|api.dev.ptassistance.com|api.dev.saa.learncove.io|xapi.dev.learncove.io","","false"
"54.217.56.80","*.pit.cbt.wfp.org","","","","","*.pit.cbt.wfp.org","","false"
"54.217.56.68","ddcms.accesspaysuite.com","Access UK Ltd","GB","","Essex","ddcms.accesspaysuite.com|www.ddcms.accesspaysuite.com","","false"
"54.217.56.141","lambda.eu-west-1.api.aws","","","","","lambda.eu-west-1.api.aws|*.api-lambda.eu-west-1.api.aws","","false"
"54.217.56.107","www.example.com","Bitnami","","","","","","true"
"54.217.56.179","kube-apiserver","","","","","32dbb78ddfe5198f0c45e0770be6d2ea.yl4.eu-west-1.eks.amazonaws.com|ip-10-0-33-91.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.16.1.124|10.0.33.91","false"
"54.217.56.196","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.217.56.178","mycloudpbx01.3cx.ie","","","","","mycloudpbx01.3cx.ie","","false"
"54.217.56.204","kube-apiserver","","","","","4a7f7984c30c144a991561d17dd4c145.gr7.eu-west-1.eks.amazonaws.com|ip-172-16-42-247.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.240.10.155|172.16.42.247","false"
"54.217.56.200","*.adis.ws","Amplience (UK) Limited","GB","London","","*.adis.ws|adis.ws|apps.artifacts.adis.ws|apps.dev-artifacts.adis.ws|*.amplience.net","","false"
"54.217.56.229","*.gloat.com","","","","","*.gloat.com|gloat.com","","false"
"54.217.56.234","*.test.pymnt.uk","","","","","*.test.pymnt.uk|products.pymnt.uk|notifications.pymnt.uk|publicapi.pymnt.uk|www.pymnt.uk|toolbox.pymnt.uk|selfservice.pymnt.uk","","false"
"54.217.56.244","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"54.217.57.35","*.eu-west-1.es-staging.amazonaws.com","","","","","*.eu-west-1.es-staging.amazonaws.com","","false"
"54.217.57.41","kube-apiserver","","","","","f8429b5eb8a44be71d42341f8793b149.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-106-199.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.16.6.58|10.0.106.199","false"
"54.217.57.49","kube-apiserver","","","","","4f687e43d8e5d5f4f9e8a9c0efa3ba8b.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-49-107.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.7.24|10.0.49.107","false"
"54.217.57.50","2chk.me","","","","","2chk.me|*.2chk.me","","false"
"54.217.57.64","runtime-v2-lex.eu-west-1.amazonaws.com","","","","","*.runtime-v2-lex.eu-west-1.vpce.amazonaws.com|runtime-v2-lex-fips.eu-west-1.amazonaws.com|runtime-v2-lex.eu-west-1.amazonaws.com","","false"
"54.217.57.66","*.inyourarea.co.uk","","","","","*.inyourarea.co.uk|inyourarea.co.uk","","false"
"54.217.57.51","mcstaging.sfeer.nl","Magento Cloud","FR","","","","","true"
"54.217.57.59","kube-apiserver","","","","","e83449ac988f53bc4f8a10b72348a684.gr7.eu-west-1.eks.amazonaws.com|ip-172-16-44-76.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.240.103.184|172.16.44.76","false"
"54.217.57.67","*.aws-prod.approxx.nl","","","","","*.aws-prod.approxx.nl","","false"
"54.217.57.74","*.macmillanenglishcampus-lms.com","","","","","*.macmillanenglishcampus-lms.com|macmillanenglishcampus-lms.com|macmillanpracticeonline.com|*.macmillaneducationeverywhere.com|*.macmillan.education|macmillaneducationeverywhere.com|*.macmillanpracticeonline.com","","false"
"54.217.57.86","cs-pro.cf-tech.link","","","","","cs-pro.cf-tech.link|*.cs-pro.cf-tech.link","","false"
"54.217.57.84","attack-simulations-stg.outthinknow.com","","","","","attack-simulations-stg.outthinknow.com","","false"
"54.217.57.87","TRAEFIK DEFAULT CERT","","","","","919382c5c21675f8a1161f970ec4ab06.0c11cfad8890ea997ae68907bffd46db.traefik.default","","true"
"54.217.57.89","*.mintra.dev","","","","","*.mintra.dev|mintra.dev","","false"
"54.217.57.105","*.ideyalabs.com","","","","","*.ideyalabs.com|ideyalabs.com","","false"
"54.217.57.82","*.evrotrust.com","","","","","*.evrotrust.com|evrotrust.com","","false"
"54.217.57.100","changeme","BigID Temp Cert","","","","","","true"
"54.217.57.115","*.dev.vuforia.com","","","","","*.dev.vuforia.com","","false"
"54.217.57.125","test15.basecone.io","","","","","test15.basecone.io|*.test15.basecone.io","","false"
"54.217.57.121","hec-ingress.hydra.aws.platform.porsche.cloud","","","","","hec-ingress.hydra.aws.platform.porsche.cloud|hec-ingress.hydra.aws.platform.porsche-preview.cloud|httpeventcollector.hydra.aws.platform.porsche-preview.cloud|httpeventcollector.hydra.aws.platform.porsche.cloud","","false"
"54.217.57.137","*.execute-api.eu-west-1.amazonaws.com","","","","","*.execute-api.eu-west-1.amazonaws.com","","false"
"54.217.57.144","*.supabase.co","","","","","*.supabase.co|*.supabase.in","","false"
"54.217.57.159","kube-apiserver","","","","","3b9211e9f009518d211742c6c4ef91c5.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-186-135.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.97.62|10.0.186.135","false"
"54.217.57.172","bcnbcn.io","","","","","bcnbcn.io|*.bcnbcn.io","","false"
"54.217.57.175","*.laundryheap.com","","","","","*.laundryheap.com|laundryheap.com","","false"
"54.217.57.199","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.qnetwork.me|qnetwork.me","","false"
"54.217.57.186","*.toolbox.prd.verticals.olx.org","","","","","*.toolbox.prd.verticals.olx.org","","false"
"54.217.57.206","*.keypublishing.com","","","","","*.keypublishing.com|keypublishing.com","","false"
"54.217.57.229","cloud-pabx.3cx.uk","","","","","cloud-pabx.3cx.uk","","false"
"54.217.57.233","noaas.net","","","","","noaas.net|www.noaas.net","","false"
"54.217.57.248","staging.backend.ncentiva.com","","","","","staging.backend.ncentiva.com|staging.ncentiva.com","","false"
